Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,samp_collect_device,Sample Name,SRA Study,Depth_m,replicate,size_fraction,CH4_uM,H2S_Um,oxygen,Oxygen_uM,Particulate_Sulfur_uM,salinity,Temperature_degree_C,TZVS_uM
SRR3731258,AMPLICON,601,353713548,PRJNA326482,SAMN05325202,Metagenome or environmental,235065468,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887283,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a103B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a103B,SRP077602,103,a,0.2-2.7µm,0.02,0,Oxic,122.9,0.0,36.7,19.7,0.00
SRR3731259,AMPLICON,601,253129621,PRJNA326482,SAMN05325203,Metagenome or environmental,167716999,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887284,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3b103B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3b103B,SRP077602,103,b,0.2-2.7µm,0.02,0,Oxic,122.9,0.0,36.7,19.7,0.00
SRR3731261,AMPLICON,601,248032757,PRJNA326482,SAMN05325204,Metagenome or environmental,163914462,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887285,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a198B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a198B,SRP077602,198,a,0.2-2.7µm,0.02,0,Micro-oxic,31.9,0.0,36.4,18.1,0.00
SRR3731262,AMPLICON,601,271177653,PRJNA326482,SAMN05325205,Metagenome or environmental,178208114,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887286,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3b198B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3b198B,SRP077602,198,b,0.2-2.7µm,0.02,0,Micro-oxic,31.9,0.0,36.4,18.1,0.00
SRR3731263,AMPLICON,601,348308059,PRJNA326482,SAMN05325206,Metagenome or environmental,228908403,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887287,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a234B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a234B,SRP077602,234,a,0.2-2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3731265,AMPLICON,601,464571735,PRJNA326482,SAMN05325207,Metagenome or environmental,306450328,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887288,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3b234B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3b234B,SRP077602,234,b,0.2-2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3731266,AMPLICON,601,314306867,PRJNA326482,SAMN05325208,Metagenome or environmental,205310938,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887289,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a295B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a295B,SRP077602,295,a,0.2-2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3731267,AMPLICON,601,284570739,PRJNA326482,SAMN05325209,Metagenome or environmental,188569473,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887290,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3b295B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3b295B,SRP077602,295,b,0.2-2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3731269,AMPLICON,601,282545237,PRJNA326482,SAMN05325192,Metagenome or environmental,185974063,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887291,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a198A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a198A,SRP077602,198,a,>2.7µm,0.02,0,Micro-oxic,31.9,0.0,36.4,18.1,0.00
SRR3731270,AMPLICON,601,321277274,PRJNA326482,SAMN05325210,Metagenome or environmental,209706556,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887292,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a314B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a314B,SRP077602,314,a,0.2-2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3731271,AMPLICON,601,222109864,PRJNA326482,SAMN05325211,Metagenome or environmental,145548988,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887293,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3b314B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3b314B,SRP077602,314,b,0.2-2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3731273,AMPLICON,599,253402460,PRJNA326482,SAMN05325212,Metagenome or environmental,170384872,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887294,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a900B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a900B,SRP077602,900,a,0.2-2.7µm,12.42,70.33,"Deep Anoxic, Sulfidic",0.0,0.0,36.3,17.1,0.00
SRR3731274,AMPLICON,598,219016588,PRJNA326482,SAMN05325213,Metagenome or environmental,148323628,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887295,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA1b900B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA1b900B,SRP077602,900,b,0.2-2.7µm,12.42,70.33,"Deep Anoxic, Sulfidic",0.0,0.0,36.3,17.1,0.00
SRR3731275,AMPLICON,601,249761020,PRJNA326482,SAMN05325214,Metagenome or environmental,169592305,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887296,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a143A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a143A,SRP077602,143,a,>2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0
SRR3731276,AMPLICON,601,208022074,PRJNA326482,SAMN05325215,Metagenome or environmental,142970379,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887297,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b143A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b143A,SRP077602,143,b,>2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0
SRR3731277,AMPLICON,300,117859211,PRJNA326482,SAMN05325216,Metagenome or environmental,73141771,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887298,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a200A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a200A,SRP077602,200,a,>2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0
SRR3731278,AMPLICON,601,158347059,PRJNA326482,SAMN05325217,Metagenome or environmental,108969019,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887299,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b200A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b200A,SRP077602,200,b,>2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0
SRR3731280,AMPLICON,300,176247012,PRJNA326482,SAMN05325218,Metagenome or environmental,109016778,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887300,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a237A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a237A,SRP077602,237,a,>2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3731281,AMPLICON,601,268964585,PRJNA326482,SAMN05325219,Metagenome or environmental,185191669,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887301,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b237A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b237A,SRP077602,237,b,>2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3731282,AMPLICON,601,258667893,PRJNA326482,SAMN05325193,Metagenome or environmental,170949776,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887302,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3b198A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3b198A,SRP077602,198,b,>2.7µm,0.02,0,Micro-oxic,31.9,0.0,36.4,18.1,0.00
SRR3731283,AMPLICON,600,361189815,PRJNA326482,SAMN05325220,Metagenome or environmental,245425084,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887303,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a247A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a247A,SRP077602,247,a,>2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3731285,AMPLICON,300,197558444,PRJNA326482,SAMN05325221,Metagenome or environmental,123139613,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887304,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b247A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b247A,SRP077602,247,b,>2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3731286,AMPLICON,600,224589868,PRJNA326482,SAMN05325222,Metagenome or environmental,156258301,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887305,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a900AN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a900AN,SRP077602,900,a,>2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3731287,AMPLICON,601,78189,PRJNA326482,SAMN05325223,Metagenome or environmental,139163,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887306,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b900AN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b900AN,SRP077602,900,b,>2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3731289,AMPLICON,601,286468412,PRJNA326482,SAMN05325224,Metagenome or environmental,195417700,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887307,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a143B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a143B,SRP077602,143,a,0.2-2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0.00
SRR3731290,AMPLICON,601,107535110,PRJNA326482,SAMN05325225,Metagenome or environmental,74242025,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887308,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b143B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b143B,SRP077602,143,b,0.2-2.7µm,0.02,0.00,Oxic,82.02,0.0,36.61,19.4,0.00
SRR3731291,AMPLICON,598,312027075,PRJNA326482,SAMN05325226,Metagenome or environmental,213366014,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887309,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a200B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a200B,SRP077602,200,a,0.2-2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0.00
SRR3731293,AMPLICON,601,104371864,PRJNA326482,SAMN05325227,Metagenome or environmental,72055829,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887310,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b200B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b200B,SRP077602,200,b,0.2-2.7µm,0.01,0.00,Micro-oxic,14.07,0.0,36.43,18.09,0.00
SRR3731294,AMPLICON,601,537844980,PRJNA326482,SAMN05325228,Metagenome or environmental,365266416,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887311,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a237B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a237B,SRP077602,237,a,0.2-2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3731295,AMPLICON,601,363299821,PRJNA326482,SAMN05325229,Metagenome or environmental,249413674,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887312,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b237B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b237B,SRP077602,237,b,0.2-2.7µm,0.01,0.00,Suboxic,0.41,0.03,36.40,17.88,0.02
SRR3731297,AMPLICON,601,262755387,PRJNA326482,SAMN05325194,Metagenome or environmental,172819256,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887313,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a234A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a234A,SRP077602,234,a,>2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3731298,AMPLICON,601,16587612,PRJNA326482,SAMN05325230,Metagenome or environmental,11330573,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887314,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a247B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a247B,SRP077602,247,a,0.2-2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3731299,AMPLICON,601,147755004,PRJNA326482,SAMN05325231,Metagenome or environmental,101481554,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887315,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b247B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b247B,SRP077602,247,b,0.2-2.7µm,0.01,0.00,Oxic-Anoxic Interface,0.00,0.03,36.39,17.83,0.01
SRR3731300,AMPLICON,599,49312289,PRJNA326482,SAMN05325232,Metagenome or environmental,33256113,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887316,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a267B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a267B,SRP077602,267,a,0.2-2.7µm,0.18,0.00,Shallow Anoxic,0.00,0.13,36.38,17.76,0.01
SRR3731301,AMPLICON,601,415463054,PRJNA326482,SAMN05325233,Metagenome or environmental,282979384,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887317,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b267B,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b267B,SRP077602,267,b,0.2-2.7µm,0.18,0.00,Shallow Anoxic,0.00,0.13,36.38,17.76,0.01
SRR3731302,AMPLICON,601,79387,PRJNA326482,SAMN05325234,Metagenome or environmental,135319,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887318,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2a900BN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2a900BN,SRP077602,900,a,0.2-2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3731303,AMPLICON,601,61352,PRJNA326482,SAMN05325235,Metagenome or environmental,123463,STONY BROOK UNIVERSITY,Nov-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887319,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA2b900BN,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA2b900BN,SRP077602,900,b,0.2-2.7µm,10.83,119.98,"Deep Anoxic, Sulfidic",0.00,0.0,36.26,17.11,0.00
SRR3731304,AMPLICON,601,246539598,PRJNA326482,SAMN05325195,Metagenome or environmental,162446322,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887320,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3b234A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3b234A,SRP077602,234,b,>2.7µm,0.08,0,Suboxic,12.0,0.03,36.4,17.9,0.02
SRR3731305,AMPLICON,601,278537797,PRJNA326482,SAMN05325196,Metagenome or environmental,182926984,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887321,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a295A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a295A,SRP077602,295,a,>2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3731306,AMPLICON,601,242826489,PRJNA326482,SAMN05325197,Metagenome or environmental,160674628,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887322,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3b295A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3b295A,SRP077602,295,b,>2.7µm,0.81,0,Oxic-Anoxic Interface,0.0,0.14,36.4,17.7,0.22
SRR3731307,AMPLICON,300,188278541,PRJNA326482,SAMN05325198,Metagenome or environmental,135010847,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887323,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3a314A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3a314A,SRP077602,314,a,>2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
SRR3731308,AMPLICON,601,222760973,PRJNA326482,SAMN05325199,Metagenome or environmental,148203562,STONY BROOK UNIVERSITY,May-2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1887324,Venezuela,South America,Venezuela: Cariaco Basin,Illumina MiSeq,seawater,10.617 N 65.167 W,AA3b314A,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2016-07-05T00:00:00Z,Niskin bottle,AA3b314A,SRP077602,314,b,>2.7µm,1.75,6.76,Shallow Anoxic,0.0,0.46,36.4,17.6,0.20
